smile,osmb,med1,med2,fexo,adip,siga,zale,pdop,rano
CC(C)=CC(=O)OCCC(C)(C)C1C2C=CC3C45CCC(O)(OC4)C(C)(C)C5CCC3(C)C2(C)CCC1C(=O)O,0.0083946392024423,0.1126686064351248,0.0556070674401087,0.1665068719213876,3.925721465843926e-05,0.0,0.0,0.007719375380959,0.6002520734538679
CC(C)(C)[Si](C)(C)OC1CCCOC1CO,0.0039907109495377,0.144281218449935,0.051541696611225,0.0047775545330936,0.0042204472432287,3.82195685607076e-06,0.0001529515573648,0.0066037975156213,0.0148523502422628
CCN1C=CC(=S)C(O)=C1C,0.000454225690178,0.0545454545454545,0.0682246803075529,0.0003630079445044,0.0062324185614859,7.259787176895449e-09,1.2123224382983075e-06,0.0929431134310222,0.0063819309369503
CCN(CC)C1=NC(O)=CC(N(C)C)=N1,0.0404073477083234,0.0615384615384615,0.0662160304272662,0.0366632974745946,0.005599254188508,0.0003394433054542,0.0025328259842393,0.1025255007773179,0.0035632703593578
CC(C(=O)O)C1SC(=O)NC1=O,0.410096898101866,0.0909090909090909,0.061275552765425,0.3032579423036067,0.0058507162295069,2.24086710122138e-09,5.88158232964261e-10,0.0063679217605632,0.0010073962683253
C1C(=O)N2CC(O)CC(OCC(O)C(CO)OC1(OC3C(O)C(CO)OC(OC(O)C(C)NCC)C3NC(=O)O)OC)(C(=O)O)C2OC(C)(O)CO,0.5623413251903491,0.083624201000709,0.0621315657782355,0.4663509294937834,0.3194382824999699,0.0,0.0,0.0073313133783643,1.0324768277882387e-09
C[N+1](C)(C)CC(=O)NN=CC1=CC=NC=C1,0.0511843162290489,0.0561360891423839,0.0672644612727568,0.0474868496121034,0.0066251269010136,5.466426883474033e-07,0.0066202490388187,0.1005908835305982,0.0009727845458833
CC1=C(O)C=CC(O)=C1C,0.0063421080498758,0.0576923076923076,0.0710669054518701,0.0070300393572899,0.0063332189313035,2.436129367702092e-06,1.839812418798995e-07,0.0657207057716663,0.0060630854803845
CC1=C(NC2CC2)N=C(CC3CC3)N=C1N4CCCCCC4,0.0034633424663358,0.0885614885540095,0.074322415731279,0.0088626243241267,0.0905656578288731,1.9890237510989427e-09,0.0001745237961691,0.1306103721591031,0.0613778435848199
CCCCCCCCCCCCCC(=O)OC(CC(O)C(O)C(C)O)C1=COC(CC2=CN=CO2)=N1,0.0899467153382428,0.0353531295577747,0.0593669612682472,0.5001730497590217,0.1191715180318473,5.572091146581008e-34,2.9592976315829422e-27,0.3081180112566604,0.3947086060133518
CCCCSC=C(C)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,0.2693695969601694,0.0847173742087357,0.0403435765229939,0.4587687845751493,0.099029816632988,3.9879252942751654e-07,4.858033008933813e-12,0.0067544738799362,0.055675468025243
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CC(=NO)C(O)C(C)(C)C5CCC43C)C12,0.0107563259268569,0.1329362538158407,0.0410292018998544,0.1895711332768613,0.0043170374866626,0.0,7.270484135920726e-33,0.0066072759448936,0.5284005067771231
C[N+1]=1C=CN(CCN2CCCC2)C=1C=NO,0.0139366439351146,0.0714285714285714,0.0712700236442867,0.0172625596819096,0.0833082885144744,2.55943640521353e-08,0.0046027540852288,0.1185083436121112,0.0008406465224744
OCCCNCC1CSC(=S2)NC3CCCC4NC=NC(C34)C2C1,0.1716714135357322,0.0842151921066518,0.0479839498719789,0.2312633509512758,0.0879400065748113,1.2034536434422096e-05,3.335947600973926e-06,0.0067544738799362,0.0034481543447645
C=CCCCCNC(=O)C[N+1]1=CC=CC(C(N)=O)=C1,0.3326692142916119,0.0,0.0563039104110907,0.3977651153418414,0.0073425905937338,0.0002297114064048,0.0557171778110575,0.1089564870642729,0.0030692813644952
N=C(N)NCC1=CC=CC=C1Cl,0.0987607375208963,0.0,0.0690271027728429,0.1020638483795709,0.0083690888144433,0.0004384033602314,6.498615979704047e-07,0.0634023650829936,0.0062252867096455
CCCCC(CNC=O)CNC(=O)C(C(=O)N(C)C)C(C)(C)C,0.3334711559399478,0.0470588235294117,0.0343874833999837,0.3942608223986757,4.163524503926314e-05,5.646172174656148e-05,3.3764151744737436e-08,0.0075437947123469,0.0108087341979915
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(O)C1CCCC1C(=O)NC(C)C(=O)O,0.5674155955808691,0.0860875553937727,0.0420538585750733,0.4800698702084318,0.0052872695213953,0.0,0.0,0.0082688903948652,7.831431029361429e-05
COCC(=O)C1=NSC(OC)=C1Cl,0.0234789415493372,0.0463738895760168,0.0459466022773929,0.0166773529961112,0.0069226608004077,1.6313916566695257e-05,2.2752011254449545e-08,0.0978220907616097,0.0067145921325101
N=C(N)NC(=O)NC1=CC=CC(Cl)=C1,0.5806006971154831,0.0,0.0672426967742067,0.3968502629920499,0.007363163877524,0.0006290415161609,6.009287150219219e-07,0.0806629035044005,0.0092486791161561
N=C(N)NCC(O)(P(=O)(O)O)P(=O)(O)O,0.5413402344521524,0.015625,0.0164957219768464,0.2832581674713524,2.6553561999246106e-05,3.836213259522537e-63,1.3738104672247586e-09,0.0044641318242972,3.700044094211772e-06
NC(C(=O)N1CC(F)(F)C1)C2CCCCC2,0.0158390894408374,0.1076923076923077,0.0382196617479354,0.0185576911027133,0.0767081661195074,0.0003879430375256,0.003729249511168,0.0079309042820929,0.0047273553984967
CCCC(C)=NC=NC=C(CN=CC=CC=C)CNCO,0.1409306183278602,0.0286494927294102,0.0146176336551171,0.2523404927038277,3.2852547894624726e-05,0.0117352588400937,0.0014452650081072,0.0055685860394164,0.0376575891336015
CC(COC(=O)C(C)C)COC(=O)C(C)C,0.0326204862383055,0.0753778361444409,0.0337419608810553,0.0333415811787866,4.527901921441108e-05,0.0025648383011616,0.0028251173981497,0.0077479129103756,0.0122525643459704
O=C(O)CC(=O)O,0.2029828054811821,0.0222222222222222,0.019364916731037,0.1786280283219555,3.500572337653957e-05,1.3101951968978474e-14,9.080726996662823e-16,0.0061820111134334,0.0003051639961866
CC(C)OC(=O)C(C#N)=CC1=CC=CN=C1,0.1118035689026203,0.0652883955619634,0.0614063438486343,0.1241567222946584,0.0066251269010136,0.024199156619256,0.0012649231946845,0.1071948300785138,0.0154935100146588
CCCCCCC(C=NO)C(C)(O)CCC,0.015145662121267,0.056961797141151,0.0189888631328187,0.0518842793418444,3.2982657504374965e-05,3.316744106574341e-07,0.0001701128922912,0.006282212310798,0.0723236716916001
COCC(C)O,0.0010518278773582,0.0781345384897492,0.0160643865780499,0.0004453379440298,2.9585236051531917e-05,7.905279120185525e-15,5.716401255985889e-11,0.0054520213361275,0.0002195307131031
CCC(C)N(CC1=CN=C(NCC(=O)O)N=C1)CC=2C=CSC=2,0.2659426437131373,0.0499687792663907,0.0751646028002828,0.4356278185194164,0.1401622072485968,0.0171466047126042,0.0624485212113565,0.3387537429470791,0.0625623749422502
CC1=C(C)C(O)=C(C=O)C(C)=C1O,0.0565877881991759,0.0777792181470062,0.0629893922984785,0.0681083456234398,0.0061052129629113,0.0023731217042317,3.679369480369956e-05,0.0826747562136135,0.0118791267971789
COCC1=CN=C(C)N=C1N,0.094391093370208,0.043355498476206,0.0529741977362303,0.0696563910018892,0.0065095488847094,1.2423226544170995e-06,4.660556622700836e-07,0.0747049959649845,0.0016993398603999
CCC(CO)(CO)COCC(CC)(CO)CO,0.5095329250240477,0.0342594354913765,0.0179590819480121,0.3699103683132629,3.482825342024124e-05,6.415161932390694e-10,0.000112949203542,0.0053119189301769,0.000645977809979
COC(=O)C1C2CC(C3OC23)C1(C#N)C(=O)OC,0.5301898319530127,0.0906419463676423,0.0394011504178121,0.3763132878868491,0.3391817326856071,2.2162033747025922e-08,0.0015932190076914,0.0066563041409864,0.0007954468819123
CC(=O)OC(C)(C)C1OC2OC1(C)CC(C)C23C(C)CC4CC5C(CCCOCOC6C(O)C(O)C(O)C6C)C5CCC4C3(C)CO,0.1703525336930179,0.0976544160625919,0.0417631421868415,0.4759814675488102,3.590696944297648e-05,0.0,0.0,0.0066210925190901,0.1747341083988802
ClC1=C(Cl)C(Cl)=C2[NH1]N=NC2=C1Cl,0.0033261186122975,0.0,0.0567230395650939,0.0038507710082286,0.1087447152662822,9.832846698466507e-12,1.4627915488065052e-14,0.0,0.032802164244401
CCCCCCCCCC(=O)OCC(O)COP(=O)([O-1])OCC[N+1](C)(C)C,0.4814317652300745,0.0458686642191382,0.0308508776171147,0.4979338607285739,4.412130030157332e-05,3.1449170238824867e-09,1.0217815433209064e-14,0.0064755562299939,0.0352792227382994
O=C(COCC(F)(F)C(F)F)N1CCC(C2=NC=C[NH1]2)CC1,0.063625964783307,0.0843373493975903,0.0735425838898908,0.0966309935570968,0.1135300603098717,0.0530640020299886,0.0486298165088522,0.1317219698380921,0.0062062742252345
CNC(N=C1N(C)C(C)(C)P(=O)(O)N1C)NC,0.3760805076044596,0.0965834261607819,0.0509603071869396,0.2896186747734169,0.0038190747109653,2.625366289994239e-08,0.0003312472316778,0.0050316929736741,0.0006328390937434
CCCC(C)C1=NC=CN=C1OC,0.002664409534962,0.0739221270954572,0.0571182166965851,0.0025559767030219,0.0063132357701425,5.613384157254499e-06,0.0009101830180196,0.1307477844771275,0.0120526068992228
CCN(C)CCC1=CC=CN=C1,0.000100255230714,0.0404888165089458,0.0715656266964513,4.7065297509844354e-05,0.0066708428641124,2.5247377663874723e-10,0.0006853191315089,0.0905656578288731,0.0018518720990698
CC1(Br)CC2OC3(Br)C=CC(C)(O)C2(CC1=O)C3(C)C,0.0084493426763665,0.1466245937718891,0.0633747388858112,0.0193224286849513,0.25712973861329,6.215789768797117e-06,0.0398997442036827,0.0048307898563999,0.0434330593899659
CC(C)=CC1CC(=[N+1]=[N-1])C(=O)C1(C)C,0.0329721862300235,0.137360563948689,0.0587248345108968,0.0429265652794492,0.0050555966377867,0.0048998742301634,0.0021097362978909,0.0048458625602854,0.015710746205644
NC(CCCC(NO)C(=O)O)C(=O)O,0.5413402344521524,0.0222717701593687,0.021152477232345,0.4072984539210855,3.845307283126116e-05,1.1216914372529122e-21,7.090828931338714e-06,0.0076800026087737,0.0001593899023705
O=NN1CCC(Cl)CC1,0.0018231899120474,0.125,0.0517044489552987,0.0014216228602493,0.0031883434850818,7.727817203098451e-09,4.1423203961240184e-10,0.0058909278108523,0.0024155749969142
N#CC(C1C=CC=C(N)C1)=O,0.1536477845674126,0.0569987973380641,0.049147318718299,0.1521735161777212,0.0055504767685662,7.531974601566889e-07,3.0061123389446694e-08,0.0041799535726994,0.0017551685481691
CC1=CSC(N2CCCN(C(=O)C3(C#N)CCCCC3)CC2)=N1,0.0575571019673315,0.0635762147065853,0.0726398890377831,0.1205691288289904,0.2434322477800738,0.0009263969612476,0.012944187650583,0.1139832759255269,0.0551103178181172
COC=C1C=CC(C(=O)OCC(C)C2CCCC3(O)CCCC2C3)C=C1,0.0149863141044044,0.1371423046491302,0.0648850659791719,0.0907468958014116,0.3442651863295481,4.640222048757928e-12,3.4250403353581256e-08,0.0083599071453988,0.1546424279869739
C[N+1](C)(C=CN=NC1CCCCC1C)COCC,0.0011231594116805,0.1350074409560619,0.0536907480846685,0.0023952534143711,0.0053546259886986,6.061899861586201e-10,8.924564624203618e-05,0.0081503523328143,0.0393094969629266
CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)O,0.5797812714519219,0.0674450737909138,0.0368855556781658,0.4606885820721001,0.0055585855775187,0.0,6.087118421064731e-11,0.0084355639557796,3.149808712119335e-07
CC(C=CC1=CC=C(Cl)C=C1)=NOC(C)C(=O)NN,0.2992783023274006,0.0519480519480519,0.070278095457901,0.3413061392527997,0.0073755911671724,0.2222266390511116,0.0384475114788552,0.1094375334962979,0.0245948150559795
C1=CCCCCCCCCOCC(OCC2CC(CC(=O)C3CC(C4COC5(CCC(O)O5)C3=C(C)CCNCC(OCCOCC)C4)COC)OC2OC)=CO1,0.0158363473331,0.0688156660638904,0.0632077772335956,0.215947677628591,4.373330661493068e-05,0.0,0.0,0.0064446464772322,0.5634577559040891
CN(C)C(=O)CNC(CC(F)(F)F)C1=CC=C(F)C=C1,0.0016389199041022,0.0441295781640687,0.0740797197487192,0.0019156953789071,0.0066148314372934,7.3614055974170115e-06,0.0412257571046637,0.1029148043235388,0.0046801883409414
CCCSC1=NSN=C1OC2CN3CCC2CC3,0.0044057805380328,0.1004494404667845,0.0754282729758752,0.0053467732599104,0.0942042716780976,4.05374438919264e-05,0.0148386589577257,0.1466351507317261,0.0167476339167824
CC(CCCC1(C)OCC2(CC(=O)O)CCC1O2)C(=O)CC(C)C(C)C,0.0645730526980409,0.1443954296237625,0.0554258229121469,0.330047747501473,0.1193558515032442,3.802626722352298e-13,4.19752324746555e-12,0.0080862094583758,0.1985236263123644
CNNCC1=CC=C(C=NNC(N)=S)C=C1,0.2850340510455031,0.0195068578660217,0.0637930431100569,0.2717258933474815,0.0060494564254906,7.541366744984005e-07,0.0009586059977848,0.0695226795566466,0.0011087748994314
CNC1=NC(NC2=CN=C(C)N2C)=NC=C1C(F)(F)F,0.1513602690606105,0.0435744670330595,0.0749082934763749,0.1562090494089024,0.1113810320327904,0.0898337775805999,0.0015687886620268,0.2041241452319315,0.0166895424452797
CN(CCO)CCC(=O)C1=CC=CC=N1,0.0473873995758577,0.0357599269926075,0.0723746864455745,0.0561119421261498,0.0074773282650791,9.310264103840108e-06,0.0044309760488536,0.1015443729370096,0.0020453281583517
CC(C)C(N)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)C(F)(F)F)C(C)C,0.5137115080849906,0.1105609846413051,0.0529619403845011,0.4308166120808571,0.0051898897411235,0.0072036934793266,0.0003525255378221,0.0084664070713094,0.0030346601595807
CNC(=S)NC(C)C1CCCC2=CC(C)=CN=C21,0.0037066362248914,0.136504726557987,0.0733649435034231,0.0041916331206895,0.1132851192255834,3.7803170253777626e-05,0.0342211580687878,0.1276336874315321,0.0125940389382647
COC(=O)C=1OC=C(C=1C)C(=O)CC(=O)C(C)(C)C,0.2084625255058642,0.0523423922590213,0.0639378629175655,0.2732188272398408,0.0079558051417379,0.0437341818724406,0.0281304431468212,0.1336954425957496,0.0396966246333191
CCC1C(=O)C2CC1CCC2C3COC(O)C3C(C)(C)CCCOC(C)=O,0.1008264962415108,0.1371423046491302,0.0719735986141889,0.3195198412951134,0.3561820765307977,5.082965213447531e-10,2.3299951344787066e-12,0.0083599071453988,0.1161984664597527
CCCCCCCC(O)C1=CCOC1=O,0.0144492590479601,0.0672520657209566,0.0681466275636381,0.0223513933634157,0.0055476470580746,0.0006379568562134,0.0056300890580945,0.0060147603630386,0.0162772611535794
C1C=CC=C1CNC(=O)CC=C(CN2C=C[N+1](C)=C2C[NH1])N,0.5476614643438827,0.0321432927612242,0.0647297778003154,0.5046949397720973,0.1326822885290854,8.546993481261026e-06,0.0226946844873892,0.1104643001304093,0.0022688044505945
CC(C)(C)[Si](C)(C)OC1CCCOC1CC=CCO,0.0024836182821234,0.1259881576697424,0.050553706634355,0.005660521494543,0.0044053296002594,1.301254696555329e-09,4.267903798241537e-06,0.0065943836868645,0.0426383591873511
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O,0.5497262433318513,0.0695172440244374,0.0458250156685358,0.4656669677413794,0.0051060968426496,0.0,0.0,0.0080934873082847,0.0002864992870881
CC(N)CC(=O)NCC(=O)O,0.5403660869246993,0.0523872635851007,0.0276648725041698,0.3111386565052595,4.0039427600820285e-05,1.343127866015742e-16,2.302847037742046e-07,0.0074332138490103,0.0001364898107325
CC=C(C)C(=O)OC1CC(C)C2(C)CC=3C(C)=COC=3C(O)C2C1,0.0254022243239793,0.1458432934700321,0.072226680796923,0.1089019678079152,0.3307189138830738,7.699722587222968e-10,7.448198120190684e-05,0.1343305789146624,0.13969575528912
CC(CC(=O)NC1=CC=CC(C)=C1C)=NNC(N)=S,0.3837044185315144,0.0509647191437625,0.0733649435034231,0.3737610916803134,0.007646903750789,0.2119829764684096,0.0482696030422116,0.1099250082185142,0.0196052710151206
C=CCN1C(Br)=NC2=C(N)N=CN=C21,0.2022377624291524,0.0,0.0532726693172177,0.1678604592650394,0.0932269098577086,0.0007695351197257,1.038984237101246e-07,0.1360827634879543,0.0066208883019474
CCN(CC)C1CCC2(C)C(CCC3C2CCC4(C)C3CC(N5C=CN=N5)C4OC(C)=O)C1,0.0106658934211773,0.1236653471949859,0.0648706012448576,0.1000708256862957,0.0052704041848972,4.645149563776412e-26,1.773594285204738e-25,0.1523165594055144,0.2634146425055001
O=C1[NH1]C(=S)C=2N=C[NH1]C=2[NH1]1,0.2958042389795319,0.0,0.0700712753800577,0.223761472058585,0.0968487124106811,5.219530685188097e-09,6.921680400020035e-13,0.0995037190209989,0.0013920014192637
CCCC(CC(C)O)C(=O)O,0.0572164641810207,0.0730881682755857,0.0289862682905066,0.0661468527478994,3.778638115865039e-05,0.000414409196557,3.349151035130935e-05,0.008339492201262,0.0050242810857949
CCOC(=O)C1=C[NH1]N=C1O,0.2682149660632684,0.043355498476206,0.0586576992416622,0.2332382450880274,0.0076800026087737,6.700615160148252e-08,2.72708358747109e-09,0.1286117376534998,0.0014771089322515
O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)NCC4CCCO4,0.1114190198011977,0.0845585786160632,0.045256282220142,0.1575264277002133,0.0052673550644887,0.0044041069360212,0.0002759287296773,0.0079763539623837,0.0196031310540353
O=C1NC(CCP(=O)(O)O)CO1,0.5772485508860178,0.0679575352774453,0.0604030246565171,0.3480509306175014,0.0047981189076692,5.813910331649127e-12,4.8960295960933575e-09,0.0049457877651483,0.0005884634608509
CS(=O)(CC=1SC(Br)=NC=1C(F)(F)F)=NC#N,0.0898985126569411,0.0243975018237133,0.0451827725267349,0.0996171575716207,0.0041835867359865,3.728809520286142e-05,1.8487291523799207e-09,0.060208406635221,0.0271597713258897
O=C(CS)NCCCCCNC(=O)NCC1=CC=CC=C1,0.2187809444562857,0.0,0.071129917350271,0.2915886308819115,0.0077929649894747,0.0606189158625683,0.0226119950989018,0.1057579034956072,0.0164467226695451
CC(C)C1CCN(C(=O)C2CCC(=O)N(C3CCCCCC3)C2)CC1,0.002498009469098,0.1344910974643214,0.0719529028669703,0.0088749002082492,0.2390457218668787,1.508683723217695e-13,1.770894693238174e-11,0.0080521621094349,0.0682193670346709
CN(C)C1=NC=NC2=C1N=CN2C,0.0197493247226363,0.0563287171754837,0.0696115933304845,0.0148329656966452,0.1015443729370096,4.934719900765008e-08,2.7096428308082693e-06,0.1970658556328586,0.0010383306262011
CCCCCCCCCCC(O)C1CCC2CC(C(=O)OC(C)CCCC3CC4CCC5CC(C)NC(=C54)N3[N+1][O-1])NC(C)NC12,0.0144311317382304,0.0919277119553843,0.0545556378918023,0.1957099937134046,0.0052872695213953,0.0,0.0,0.0076492433267198,0.5711819349079947
NOC12CC3CC(CC(C3)C1)C2,0.0027730436644086,0.1020165396792289,0.0333362966914165,0.0022027672365792,0.0610313387471106,7.668669700338832e-06,0.0,0.0059113470326013,0.0049540904736384
[N-1]=[N+1]=NCC1CCCCC1,0.0136512108712911,0.1043328379467381,0.0313851490481129,0.0219380488409546,0.0025399221213928,1.60360774157814e-05,4.961935589252206e-07,0.0070800140940283,0.0269043667718318
C=C(C(=O)C(OC(C)=O)C(C)C1C(OC(C)=O)CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)C(C)COP(=O)(OCC)OCC,0.0030829176741056,0.1064743976491404,0.0632263965913263,0.0691375475181271,0.006121428696553,0.0,0.0,0.0079231705851955,0.5769457702961155
COCCOC(=O)CC=CC(C)C(OC)OC(=O)C(C)COC(=O)CC=CCC,0.4000377735640816,0.0475651494154494,0.0297789669994484,0.5045413576038779,4.732549950749818e-05,7.050427265685486e-08,2.4385427677149723e-11,0.0075932627486966,0.0697524197471533
O=C1NCCN1CC#CCN2CCCC2,0.0035453066984494,0.06195121541733,0.0754493182241785,0.0029713485919693,0.0763768118010203,2.4281786908120336e-10,0.0030887880144309,0.0059566453734525,0.0004748944927692
C=C1CCCC2(C)CC3OC(=O)C(CN(C)CC(OC)OC)C3CC12,0.0143004025151167,0.1390589447984745,0.0694336896144061,0.0263544281087412,0.2992528008322899,1.1536374130072884e-07,1.1152094951059297e-08,0.0070352317718734,0.0339715196773058
CC(C)=C1CCC(C)(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C1CCC4(C)C(O)CCC5C(C)C6CC(O)C(O)C(C)(C)C6CC54C,0.4861017525769454,0.0977413909661662,0.0383569284623828,0.476394221167947,2.8177650482096265e-05,0.0,0.0,0.0058507162295069,0.0165678438367042
CC(C)CC(NC(=O)C(N)CCCCN)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)O,0.5507274690095274,0.0315923272457077,0.0195967958983883,0.4677501973766062,3.447725838765012e-05,0.0,0.0,0.0064924858176558,0.0001316875865104
C=C(C)C1CCC(C(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)OCCCC2(C)CCCC3C4(C)CCC(O)C(C)(CO)C4CCC32C)=C1,0.0057630728500937,0.0971879551670851,0.048024323417087,0.1103689278357016,0.1139592870215623,0.0,0.0,0.0083071929604892,0.596324366920831
O=CNC1(C(=O)O)CCCCC1,0.1401543770455741,0.0859602382591879,0.0379067176782483,0.1789297275535127,0.0035579442225336,6.936527462915229e-06,5.97675785664761e-06,0.0072237853962795,0.0020818664183123
CCC(C)(C)Br,1.3310364904170346e-06,0.0769230769230769,0.0183284260450802,2.7453388548412133e-07,2.9931273969774224e-05,2.3113456716826404e-17,8.305895500294472e-10,0.0046077990290988,0.0
CCCN(CCC1=CC=CC(C2=CC=CC=C2)=C1)C(=O)C3OC(C(=O)O)=CC(N)C3NC(C)=O,0.5994967059463198,0.0462217243237286,0.1137335631336879,0.6846963314352336,0.4503301042537604,4.1912996991044984e-10,1.049136170429033e-09,0.3908679799852858,0.0444768782528374
CC1(C)OCC2OC3(C4OC(C)(C)OC4CO)OC(C)(C)OC3C2O1,0.4328428551321344,0.1016460166230714,0.0314153348974034,0.3605001598439378,0.0695226795566466,2.5469043252025675e-05,5.109233929717462e-06,0.0048191633898287,0.003981999800611
CC1=CC(COC2=CC=C(NC(=O)C3CN(C)CCC3C(=O)NO)C=C2)=C4C=CC=CC4=N1,0.4712591408031341,0.0789473684210526,0.1569767171139282,0.6385304564349757,0.1662494988632025,1.7528359902092957e-07,8.834050797789434e-07,0.1327106849528517,0.1042046766268305
CCOC(=O)C1=CC=C(O)C(N2C=C3C(=C2C4=CC=CC=C4)C(=O)N(C)C(=O)N3C)=C1,0.5717246130170762,0.0445380175934891,0.1678386594791329,0.5621779091413361,0.1782786757149016,0.0020944534688323,0.0132372249044992,0.0061698201902832,0.0499902328414946
CCCCC1(C)CC(CO)C(CCCC)(OC)OO1,0.0095513116423861,0.0936329177569044,0.0468053465992823,0.0242085393282828,0.0055921319627863,4.894487373754568e-08,4.24169871427425e-06,0.0062964738780979,0.0558618236309074
C1CCCCCCCCCCCNC2=CC=CC3=C(C=CC=C23)C(=O)N1CCC4NCCCNCCNCCCNC4C,0.020824508045951,0.0503929777239025,0.1016982222795343,0.3094360627828429,0.1178952898102205,0.0,0.0,0.2758386421836852,0.5365598615708224
NC1=CC(C2CCNCC2)=CC(NC3CCCC3)=N1,0.0888787421760728,0.082558881056403,0.0769284640704274,0.155398132042772,0.2529822128134703,0.0135466431548216,0.0071178885488268,0.129488235885947,0.0327203357413245
COC(=O)C1CCC(C)C(C2=CC=C(C)C=C2)N1C(=O)C3=CC=C(C=NOCC(O)COCC4=CC=CO4)C=C3,0.1380909693545952,0.0819537547062229,0.1088829713640694,0.598067160852792,0.1681256376734078,4.926149490966981e-22,2.533079791281385e-19,0.1454171173064599,0.3324774596887399
CCOC(=O)C1(CC2=CC=CC=C2C)CCCN(C(=O)CCC(=O)OC)C1,0.1962519027389786,0.0807046689808617,0.1190973777202401,0.3822234479605368,0.1974712944177558,0.0002050801981828,7.1243967243703375e-06,0.1712385607895198,0.0570421238400547
O=C1NC2=CC=CC=C2C(=O)N3C=C(C4=CC=C(Cl)C(Cl)=C4)CC13,0.008670155049768,0.0372570207962461,0.1559980074331348,0.0351787591673725,0.1638394395873192,1.498567162848241e-09,0.0797923397230782,0.1931668523215639,0.1151577377194882
N=C(N)NC1=CC=CN=C1C2CC(O)C(NC(=N)N)CC2NC(=N)N,0.6368308667353573,0.0663236532428072,0.0537901776584921,0.468247139253434,0.1054021479999602,2.918930235893722e-64,0.0002738136243921,0.107844220536598,4.447133629955269e-05
CON(C)S(=O)(=O)C1=CC=C2C(=C1)N(CC3=CC=C(C)C=C3)C(=O)C4CCCN24,0.1717186845224031,0.0933520056018673,0.1702435960185504,0.3317734515277128,0.1479610499025861,0.0022331858984024,0.0013918526798338,0.3308912980041792,0.0557216786739733
